53 959
33 10 44
29 28 3
44 38 75
11 37 2
47 12 23
31 10 26
21 37 64
13 39 0
20 31 25
28 1 28
37 33 10
20 23 80
25 35 85
10 40 14
32 33 24
52 9 97
7 36 60
35 28 66
35 4 6
4 51 57
27 1 93
27 28 47
36 31 28
44 18 93
31 21 100
14 52 39
40 29 65
46 0 32
28 52 35
2 36 56
26 20 60
15 18 51
9 48 56
21 41 50
15 25 44
44 17 81
30 38 34
38 9 -2
16 30 62
3 37 34
12 21 2
12 18 10
12 43 58
2 44 70
29 48 70
12 9 92
33 10 8
34 35 33
11 4 6
15 17 22
4 23 57
5 48 100
16 47 55
21 0 30
10 28 18
21 0 92
47 0 96
2 27 30
15 39 21
7 46 37
2 26 39
34 17 58
30 47 18
15 44 24
13 24 20
44 12 45
10 34 52
46 11 29
11 30 97
4 26 43
7 32 68
1 31 77
49 26 57
51 19 72
13 18 34
40 36 28
25 16 10
46 51 14
28 11 88
11 43 0
20 10 41
33 32 1
42 31 2
42 39 81
25 34 97
37 38 28
2 38 17
42 50 79
24 43 32
24 4 63
3 29 74
38 12 63
15 31 79
38 6 34
2 19 65
33 42 83
48 38 93
6 39 -5
39 7 3
11 38 10
12 50 69
13 49 2
31 37 -1
15 10 75
21 50 69
28 50 -5
7 7 60
47 6 40
14 16 65
44 19 75
35 7 27
50 38 16
7 25 28
51 10 15
28 49 -2
34 33 77
14 48 96
4 41 28
46 20 43
18 41 48
43 15 67
44 45 63
28 28 54
12 38 6
10 2 50
10 14 76
41 14 8
39 37 93
4 21 82
22 18 27
31 5 98
40 18 9
12 41 85
2 13 -4
29 12 83
26 23 21
50 34 97
42 22 99
10 7 56
40 52 94
18 42 10
50 7 27
12 27 39
14 41 96
32 7 62
18 4 35
49 15 46
39 48 71
20 16 88
25 48 8
10 8 36
0 33 85
51 9 51
20 27 55
21 51 60
30 31 63
22 6 20
36 19 20
16 26 38
43 4 87
39 40 12
35 14 33
9 20 47
35 51 41
0 4 68
37 5 69
48 16 88
48 31 80
35 37 86
13 26 76
2 38 87
5 10 -5
31 32 72
31 34 62
2 16 27
28 33 80
47 36 86
8 38 37
11 30 22
32 28 5
37 5 28
39 34 64
9 27 48
16 16 51
5 1 41
32 21 75
50 33 32
21 11 9
4 9 96
27 44 82
29 14 27
46 37 100
10 1 -4
13 10 9
51 31 99
23 45 35
42 30 35
12 34 54
4 42 50
26 44 96
37 17 83
25 8 65
41 1 90
43 19 48
43 50 0
5 30 42
18 38 53
41 9 63
49 35 64
36 2 9
17 5 81
21 2 6
45 34 61
39 44 71
30 15 81
6 10 80
7 50 73
20 2 73
45 38 11
10 19 90
50 13 80
15 45 10
1 21 52
7 18 17
17 41 33
18 39 -1
48 14 0
44 7 70
17 20 3
19 48 93
39 11 75
17 0 -4
42 39 36
8 12 40
1 46 89
9 10 2
15 9 23
2 48 56
26 48 27
47 3 67
30 20 31
2 44 50
39 23 25
1 36 92
31 31 10
44 35 25
44 46 88
43 37 7
17 1 70
52 23 75
21 25 80
13 10 12
41 32 69
2 38 9
22 28 17
27 16 14
30 47 12
12 10 2
25 27 5
33 7 18
48 15 70
3 12 22
1 33 64
22 14 19
14 39 56
3 46 50
7 5 41
10 27 -1
38 46 77
50 38 92
52 30 44
12 38 13
7 25 46
10 35 47
35 6 30
22 16 32
20 21 72
4 44 30
29 43 -4
0 10 15
29 37 71
50 27 35
17 18 85
30 13 8
27 4 79
16 41 58
16 38 48
29 5 55
50 38 13
29 18 53
46 17 26
49 24 23
9 25 13
13 0 14
9 0 6
39 52 21
13 5 66
45 29 -3
13 40 80
9 29 65
29 38 31
4 34 16
9 43 65
17 16 78
28 46 12
23 15 -2
16 33 38
44 33 77
10 24 100
26 37 99
31 26 21
12 29 80
51 21 80
39 20 -4
19 50 37
41 49 45
1 38 74
5 12 35
31 2 83
9 28 63
28 52 3
15 48 36
5 10 35
46 35 22
7 43 11
30 50 3
5 35 37
32 2 67
35 35 73
26 14 39
40 32 14
41 48 61
18 5 49
24 48 45
18 0 97
42 40 48
16 0 54
12 31 5
35 52 61
0 12 -5
7 46 53
34 47 10
3 45 96
7 24 55
28 47 94
21 7 9
29 10 45
13 30 60
47 39 28
7 15 42
32 27 84
2 50 37
27 33 50
30 14 31
32 19 56
47 23 -4
0 6 55
21 5 45
13 26 24
2 33 11
15 30 65
44 50 53
2 23 11
19 45 -2
9 3 68
28 28 64
5 38 27
1 14 74
25 32 77
17 38 70
52 34 47
28 35 -3
13 6 49
25 4 83
21 40 73
45 41 85
17 22 -1
2 28 30
10 11 46
20 2 33
47 27 2
19 1 66
43 49 -5
23 46 97
43 8 5
44 14 32
23 41 3
48 6 65
38 2 72
47 19 0
17 39 93
12 21 76
25 2 40
3 10 19
14 50 97
6 12 12
42 15 14
52 46 55
26 2 5
25 1 83
24 52 88
30 40 87
27 29 56
27 39 70
44 44 47
39 17 21
51 34 12
18 51 59
11 45 86
11 14 21
14 44 61
35 24 58
0 30 64
0 29 3
3 13 25
43 48 68
15 33 16
18 11 94
29 46 55
25 31 50
32 25 55
43 20 33
43 27 40
38 40 45
45 11 78
52 3 29
31 31 79
2 43 46
33 22 22
41 43 26
35 24 57
16 39 64
24 21 59
12 9 -3
39 47 84
18 41 92
31 5 33
32 50 44
24 41 11
16 49 79
6 26 31
50 15 19
18 20 64
43 27 19
18 32 20
49 19 83
42 10 58
41 19 27
40 46 13
15 3 18
52 16 37
30 52 14
13 7 -3
27 48 9
21 29 53
3 47 98
23 33 29
38 3 52
36 29 15
33 12 73
42 38 99
27 47 96
7 4 64
33 46 7
25 13 89
45 11 67
50 14 -1
24 34 10
7 46 63
28 32 69
11 42 72
18 5 85
43 28 97
38 21 20
37 21 4
20 41 98
3 39 63
15 25 71
7 51 19
8 32 88
10 0 10
22 15 77
26 36 59
3 52 53
8 1 91
28 15 98
19 33 26
8 12 98
13 31 70
43 47 93
12 27 50
24 1 22
22 47 64
18 8 39
4 29 70
34 7 72
48 36 18
8 2 59
7 45 30
16 32 55
32 3 2
35 43 4
40 23 87
9 23 60
21 20 41
43 49 64
8 21 99
10 25 61
51 52 79
23 52 83
16 25 27
4 11 34
4 51 48
3 26 100
5 9 72
2 35 97
51 23 92
20 34 48
34 36 -2
4 25 62
8 48 53
3 37 34
34 17 67
18 32 21
25 41 82
20 24 97
30 21 69
28 26 10
19 19 42
19 52 45
20 37 91
8 45 53
28 38 79
46 32 87
8 28 92
10 45 85
1 1 100
8 6 30
2 34 15
45 36 100
29 15 99
40 2 49
49 31 38
37 28 70
26 10 -5
37 40 34
31 16 20
22 14 81
47 34 76
42 38 61
27 50 93
18 44 22
46 50 7
35 30 95
7 6 16
10 25 50
39 48 81
23 41 62
29 40 89
32 51 30
32 40 92
20 18 95
22 9 36
4 33 61
9 43 42
13 18 17
24 41 42
28 44 87
48 24 19
36 7 98
34 18 18
13 21 55
12 1 -2
14 35 60
1 52 8
42 37 42
19 22 89
7 18 18
1 9 -5
35 8 76
25 45 -4
38 2 100
11 4 80
43 13 46
34 46 77
23 29 28
33 13 55
49 5 90
45 13 92
43 47 45
3 34 10
44 40 38
24 48 21
11 32 100
30 2 -3
7 33 74
49 25 -1
34 41 66
27 51 97
47 17 40
18 27 24
43 8 29
29 38 6
32 40 92
35 35 35
29 32 52
36 23 19
1 31 72
7 24 83
13 12 27
9 29 67
25 43 95
14 33 -5
35 50 41
41 26 0
20 24 5
42 8 82
29 20 85
19 13 34
13 25 64
49 45 32
16 6 69
41 5 0
6 21 83
42 18 39
7 38 93
7 44 74
25 36 14
37 13 85
31 18 13
44 38 35
11 3 92
11 27 30
39 11 9
45 23 53
21 37 89
37 24 45
4 28 26
38 31 61
14 3 85
18 4 83
17 3 86
32 52 72
20 32 61
39 26 28
51 32 76
10 16 63
12 35 58
12 12 21
25 24 35
41 35 53
7 45 31
52 14 12
