92 642
55 67 11
41 87 14
86 23 55
49 43 -65
23 9 62
14 88 53
19 57 -91
34 72 -43
88 12 -54
2 52 -52
70 47 -15
13 34 33
81 28 -94
60 85 50
17 75 44
77 48 52
41 31 43
78 29 34
70 15 -22
0 16 52
13 47 97
75 58 -23
65 71 55
15 32 -31
34 83 15
88 23 -4
86 51 -89
61 3 -39
14 38 -4
17 34 38
28 90 -15
8 62 -37
29 32 100
5 30 34
70 79 -26
53 5 6
12 55 -93
29 12 43
89 68 -46
75 56 15
46 5 94
27 37 -54
5 1 19
25 39 -93
9 7 -4
86 78 -73
55 51 32
31 56 99
2 62 97
55 82 -14
44 80 -35
26 47 -5
76 88 37
48 84 -10
1 52 3
60 28 25
58 81 -93
68 33 -28
23 69 -99
35 7 -48
41 34 45
52 20 -9
23 0 -12
73 85 70
0 46 72
1 64 79
88 88 59
44 66 -70
16 4 -14
75 49 -73
84 90 -38
81 23 -53
63 61 61
60 22 81
13 1 17
71 36 -2
52 55 -25
84 78 76
2 40 -92
69 33 8
57 37 86
23 62 -71
1 38 76
48 81 48
52 24 -84
48 82 -45
42 73 95
14 43 -45
58 70 -29
21 35 -72
8 1 -12
54 5 -20
57 44 61
47 48 54
10 66 -9
57 53 0
60 34 -37
24 16 43
17 69 77
5 38 -57
77 58 -15
42 87 -4
81 64 73
53 16 -97
35 89 -43
11 63 48
22 44 -55
45 76 -99
52 25 -84
34 61 15
27 58 -86
78 50 -100
41 2 18
31 36 -1
88 72 93
84 86 -4
87 64 63
2 10 30
24 81 -76
78 84 -84
5 85 -8
40 9 83
5 48 35
57 52 68
24 12 52
26 4 -86
69 14 -19
58 42 -17
49 66 -28
83 38 90
61 62 30
70 31 -13
54 15 57
17 42 96
91 21 -64
39 7 41
86 66 38
47 52 -7
90 9 -36
7 80 -100
11 33 -34
0 79 -10
29 89 6
11 36 -86
77 7 85
3 12 -40
62 18 24
86 47 -80
15 65 50
42 78 -62
48 85 -1
88 0 55
18 51 -70
76 3 -100
64 45 -88
10 80 -50
12 86 94
2 58 -11
35 71 74
50 75 41
8 70 70
17 42 17
3 39 -69
57 26 80
43 4 14
9 86 8
23 69 -80
75 41 -99
28 63 -57
29 69 -99
88 88 72
75 67 -38
11 27 -70
83 56 -7
42 54 52
4 19 -37
27 58 34
89 82 49
70 28 82
20 40 2
55 68 -60
77 84 -73
58 44 -48
63 75 -91
19 57 96
49 53 93
54 20 -60
87 23 52
23 78 -59
70 12 46
21 81 -91
42 17 -10
75 32 -6
46 68 63
79 53 1
27 10 -56
64 1 -46
24 67 64
44 52 -81
44 62 27
86 79 80
43 90 -6
74 21 78
52 83 -37
62 66 -98
82 36 -30
26 56 56
45 34 -42
38 88 -7
75 18 -90
9 43 -84
57 64 96
31 60 62
6 3 0
45 86 -64
61 80 22
43 29 -21
31 31 -5
58 6 19
13 26 83
0 31 9
26 61 -1
78 9 42
29 59 46
23 38 47
23 36 -87
91 11 98
20 73 2
53 14 36
9 13 -68
31 75 -64
80 5 -58
2 1 15
55 67 -53
24 13 9
57 24 61
71 28 25
66 0 -2
78 43 -81
46 33 4
70 60 49
32 12 70
27 26 -17
88 75 -27
3 28 -6
41 22 -97
34 47 8
28 71 -84
34 91 41
3 58 9
37 42 -99
28 72 55
42 87 -23
71 28 -98
59 78 -61
57 22 1
49 77 -94
10 86 98
28 85 87
7 79 -51
10 22 87
72 73 28
32 41 99
41 31 -16
25 34 99
73 77 73
48 75 -81
7 31 -80
9 83 -83
13 74 -92
6 39 85
74 70 4
19 37 59
49 28 63
51 54 -45
14 59 86
