53 959
29 37 -23
50 27 58
17 18 53
30 13 -16
27 4 65
16 41 -4
16 38 7
29 5 37
50 38 -88
29 18 3
46 17 100
49 24 12
9 25 2
13 0 85
9 0 73
39 52 -4
13 5 -2
45 29 -93
13 40 -53
9 29 -73
29 38 86
4 34 97
9 43 -90
17 16 -82
28 46 -27
23 15 -48
16 33 54
44 33 -83
10 24 -65
26 37 -14
31 26 55
12 29 -21
51 21 -96
39 20 92
19 50 -5
41 49 13
1 38 -68
5 12 -60
31 2 -15
9 28 53
28 52 47
15 48 33
5 10 -24
46 35 -92
7 43 99
30 50 -17
5 35 12
32 2 60
35 35 -85
26 14 39
40 32 14
41 48 30
18 5 30
24 48 -93
18 0 -19
42 40 -87
16 0 76
12 31 17
35 52 18
0 12 -78
7 46 -92
34 47 26
3 45 74
7 24 -18
28 47 -22
21 7 65
29 10 -84
13 30 42
47 39 -27
7 15 32
32 27 -88
2 50 -24
27 33 85
30 14 -44
32 19 90
47 23 100
0 6 -98
21 5 -87
13 26 95
2 33 -17
15 30 78
44 50 -12
2 23 52
19 45 3
9 3 25
28 28 -13
5 38 19
1 14 97
25 32 -85
17 38 35
52 34 5
28 35 -31
13 6 61
25 4 -78
21 40 8
45 41 7
17 22 -10
2 28 -47
10 11 -90
20 2 -17
47 27 66
19 1 -55
43 49 63
23 46 -34
43 8 -62
44 14 -30
23 41 -26
48 6 93
38 2 -76
47 19 17
17 39 -59
12 21 -64
25 2 -34
3 10 52
14 50 65
6 12 1
42 15 83
52 46 -20
26 2 71
25 1 -84
24 52 -10
30 40 36
27 29 -41
27 39 97
44 44 -61
39 17 90
51 34 -51
18 51 18
11 45 99
11 14 -41
14 44 95
35 24 38
0 30 -59
0 29 -98
3 13 42
43 48 -45
15 33 85
18 11 -84
29 46 -25
25 31 86
32 25 -50
43 20 -28
43 27 -81
38 40 85
45 11 24
52 3 -48
31 31 87
2 43 69
33 22 67
41 43 81
35 24 90
16 39 7
24 21 -44
12 9 90
39 47 34
18 41 64
31 5 -45
32 50 79
24 41 -85
16 49 -18
6 26 41
50 15 -66
18 20 3
43 27 90
18 32 6
49 19 74
42 10 -36
41 19 91
40 46 -30
15 3 85
52 16 57
30 52 -31
13 7 21
27 48 8
21 29 98
3 47 -14
23 33 61
38 3 67
36 29 -43
33 12 -57
42 38 -75
27 47 29
7 4 -34
33 46 5
25 13 50
45 11 94
50 14 6
24 34 -100
7 46 -1
28 32 -12
11 42 41
18 5 49
43 28 -92
38 21 -21
37 21 -9
20 41 -66
3 39 -56
15 25 -44
7 51 74
8 32 98
10 0 5
22 15 5
26 36 5
3 52 -71
8 1 63
28 15 91
19 33 66
8 12 2
13 31 63
43 47 10
12 27 -57
24 1 69
22 47 68
18 8 98
4 29 85
34 7 -66
48 36 63
8 2 15
7 45 63
16 32 -56
32 3 19
35 43 58
40 23 -29
9 23 -15
21 20 -25
43 49 31
8 21 29
10 25 57
51 52 98
23 52 4
16 25 -80
4 11 100
4 51 -16
3 26 60
5 9 17
2 35 52
51 23 52
20 34 -71
34 36 -59
4 25 74
8 48 -15
3 37 52
34 17 -75
18 32 -35
25 41 -33
20 24 -83
30 21 -36
28 26 27
19 19 -26
19 52 42
20 37 22
8 45 23
28 38 37
46 32 72
8 28 79
10 45 -82
1 1 68
8 6 71
2 34 -90
45 36 24
29 15 74
40 2 20
49 31 -17
37 28 20
26 10 48
37 40 63
31 16 -81
22 14 -93
47 34 56
42 38 -13
27 50 -55
18 44 -50
46 50 -58
35 30 93
7 6 0
10 25 62
39 48 -21
23 41 53
29 40 47
32 51 90
32 40 -87
20 18 23
22 9 -86
4 33 55
9 43 -58
13 18 -45
24 41 58
28 44 0
48 24 0
36 7 -66
34 18 49
13 21 -90
12 1 -45
14 35 -67
1 52 56
42 37 -30
19 22 -72
7 18 80
1 9 -52
35 8 -40
25 45 -11
38 2 59
11 4 38
43 13 -42
34 46 26
23 29 79
33 13 97
49 5 69
45 13 -90
43 47 10
3 34 75
44 40 -63
24 48 -4
11 32 42
30 2 -14
7 33 56
49 25 95
34 41 -9
27 51 -89
47 17 -40
18 27 -60
43 8 83
29 38 71
32 40 80
35 35 -100
29 32 36
36 23 50
1 31 49
7 24 -91
13 12 17
9 29 -37
25 43 -25
14 33 51
35 50 91
41 26 76
20 24 32
42 8 96
29 20 7
19 13 -61
13 25 -2
49 45 58
16 6 46
41 5 -73
6 21 -37
42 18 83
7 38 20
7 44 -95
25 36 -63
37 13 -84
31 18 -21
44 38 -27
11 3 -80
11 27 31
39 11 40
45 23 22
21 37 -13
37 24 -78
4 28 -54
38 31 -3
14 3 -38
18 4 59
17 3 24
32 52 48
20 32 5
39 26 -100
51 32 -32
10 16 49
12 35 96
12 12 -27
25 24 -86
41 35 -100
7 45 -46
52 14 -37
