91 539
41 44 -58
0 67 -45
26 12 70
88 51 -75
30 15 24
85 11 95
32 69 -8
20 65 13
16 12 -92
54 54 37
82 42 29
84 22 8
80 39 72
51 66 -96
77 16 -46
11 79 11
63 71 92
66 27 -85
65 9 -30
11 68 -97
28 17 2
14 23 43
7 14 86
7 41 -22
35 68 -79
46 72 -2
55 51 95
26 1 78
57 7 -48
16 39 -68
3 50 -72
64 74 37
36 34 -82
84 8 -75
8 17 69
42 90 -29
90 53 29
82 75 78
46 83 -98
27 35 59
17 12 -23
87 38 24
40 9 44
61 86 -90
30 31 -29
52 78 -93
16 8 73
28 65 13
20 7 43
71 23 77
55 39 -43
22 87 -93
22 65 34
23 90 68
57 78 62
7 24 6
81 82 -38
72 81 -30
6 57 100
27 58 -71
35 71 15
38 23 -27
71 50 -24
16 31 -3
90 80 -75
40 28 -54
8 5 -58
48 18 51
64 88 66
58 7 50
61 62 82
74 38 -29
59 41 47
89 61 32
30 47 94
54 25 81
59 28 100
64 69 70
74 23 61
65 56 16
79 19 -49
67 40 82
17 24 54
22 20 51
34 62 -72
6 53 -82
45 69 43
33 1 38
28 67 -79
86 31 75
23 73 -76
40 41 -14
62 28 16
29 15 85
41 53 10
12 45 -7
20 40 14
35 17 -34
79 31 -96
58 31 -30
85 83 -3
14 30 -19
22 57 -15
4 62 -53
72 32 -8
51 37 -74
67 77 -38
74 17 48
42 46 -57
41 8 -28
60 55 -21
63 3 57
85 21 -39
79 66 -81
3 80 81
81 85 26
30 5 53
9 59 66
34 12 -66
67 64 2
31 75 39
73 29 -73
14 72 73
60 57 -31
32 27 75
4 80 76
24 23 31
40 57 89
73 36 -4
64 69 44
6 14 -24
3 7 -91
33 7 -88
77 56 59
80 51 -48
64 14 33
23 16 23
15 55 62
73 23 43
40 66 -97
41 42 40
32 59 44
3 22 -42
49 48 34
11 17 -67
80 39 -76
0 77 43
43 69 -93
5 22 39
58 16 9
6 41 -75
54 50 85
44 23 -93
24 87 59
19 47 15
69 28 -41
26 11 -54
65 43 -34
49 26 -77
8 45 22
30 68 8
50 33 -30
45 50 -34
55 4 21
16 38 -25
33 90 83
54 62 24
58 17 -35
66 44 92
14 70 -66
7 31 -87
25 16 -78
76 3 -18
49 74 -93
36 51 49
10 3 -93
24 58 95
55 80 -61
5 90 -53
32 53 -81
57 66 -46
62 35 65
59 41 100
38 79 -53
62 17 48
33 72 -88
5 11 45
84 0 1
55 10 41
10 24 6
0 65 70
49 3 -8
81 40 -58
51 61 47
50 85 75
25 26 20
41 15 -38
59 75 83
62 24 -73
90 21 -72
41 20 -87
41 46 -53
18 64 -50
86 18 -69
69 10 -17
4 84 26
60 36 -36
20 54 -74
39 12 1
0 83 -82
56 39 -13
88 57 65
49 46 -89
81 81 -45
46 4 32
83 47 -76
14 20 -60
48 51 55
48 75 22
51 37 -84
80 78 7
82 78 54
48 75 -45
19 61 68
54 73 39
33 30 89
47 14 87
32 18 -6
68 61 -91
66 58 95
41 88 98
18 28 -4
50 41 -78
5 60 30
27 48 -79
43 61 -65
87 2 -82
31 55 58
69 45 -62
19 56 -12
5 67 -30
52 34 -55
21 33 -38
26 24 -93
24 52 62
88 25 38
20 47 -1
24 20 3
17 2 -2
48 30 -27
67 45 11
38 38 91
71 34 -70
16 83 -8
29 10 -59
12 74 -7
87 34 75
80 59 38
16 7 3
25 21 -10
86 72 100
9 37 -18
73 48 45
83 33 93
50 49 -90
16 33 18
44 87 -12
31 53 -93
24 23 -97
18 81 -91
90 89 91
44 74 67
59 46 42
83 42 17
58 50 52
45 17 -1
77 16 8
87 53 84
56 33 -31
52 30 55
63 47 -13
23 32 67
9 74 78
32 30 81
12 56 -50
30 52 -88
61 45 94
22 18 -28
66 0 -28
34 66 -52
37 87 4
76 15 39
86 43 49
21 7 19
44 22 -16
8 57 22
32 6 12
42 7 84
41 48 -94
85 31 -14
56 61 90
51 71 73
79 39 28
76 84 8
7 84 14
72 59 53
86 59 43
82 16 41
35 5 -8
10 9 83
64 19 -5
48 20 11
30 5 12
77 13 56
20 11 72
56 54 12
35 15 45
81 11 -55
31 86 -27
82 73 91
85 63 -8
30 19 4
34 8 59
82 2 -73
6 72 -72
16 16 -89
82 29 26
62 72 49
0 5 -99
59 41 -100
66 3 26
11 40 80
41 22 84
49 75 87
25 39 53
5 9 -78
51 59 22
25 59 89
42 65 -100
2 46 -90
